产品类型,案例目录,案例编号（非必填）,测试概述,前置条件,测试数据,操作步骤名称（非必填）,操作步骤,预期结果,备注,设计人员,案例类型,优先级,设计日期,自动化状态,标签类型,一站式用例编号(非必填),测试功能,是否安全用例
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入非改单指令，机器人不执行改单操作,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,A股000560.SZ 限价10买入 100股 11125测试短名,1,用户输入下单指令：“A组合 HTIF2504 1657股 买入 限价6”,"机器人返回：
互换订单参数信息，包含：标的、方向、数量、价格类型、算法、时间等，并提示用户下一步步骤",非改单指令,phq,反案例,高,2025/11/20,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,互换改单,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入非改单指令，机器人不执行改单操作,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,确认下单,2,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核",非改单指令,,,,,,,,,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入非改单指令，机器人不执行改单操作,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,123,3,用户引用上一条机器人消息输入改单指令：“123”,机器人不执行任何操作,非改单指令,,,,,,,,,
机器人,,,验证： @机器人且没有引用消息，输入改单指令，机器人提示用户输入订单号,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,A股000560.SZ 限价10买入 100股 11125测试短名,1,用户输入下单指令：“A股000560.SZ 限价10买入 100股 11125测试短名”,"机器人返回：
互换订单参数信息，包含：标的、方向、数量、价格类型、算法、时间等，并提示用户下一步步骤","不引用直接输入
改单指令
",phq,反案例,高,2025/11/20,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,互换改单,
机器人,,,验证： @机器人且没有引用消息，输入改单指令，机器人提示用户输入订单号,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,确认下单,2,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","不引用直接输入
改单指令
",,,,,,,,,
机器人,,,验证： @机器人且没有引用消息，输入改单指令，机器人提示用户输入订单号,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,改 限价6.3/120股/pov25,3,用户直接输入改单指令：“改 限价6.3”,"机器人返回：
提示用户提供订单号","不引用直接输入
改单指令
",,,,,,,,,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入干扰性撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,A组合 HTIF2504 1657股 买入 限价6,1,用户输入下单指令：“A组合 HTIF2504 1657股 买入 限价6”,"机器人返回：
互换订单参数信息，包含：标的、方向、数量、价格类型、算法、时间等，并提示用户下一步步骤","
干扰性改单指令",phq,反案例,高,2025/11/20,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,互换改单,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入干扰性撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,确认下单,2,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","
干扰性改单指令",,,,,,,,,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入干扰性撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,我改成 限价6.3/120股/pov25，麻烦快一点,3,用户直接输入改单指令：“我改成 限价6.3，麻烦快一点”,"机器人返回：
订单号，提示用户已接收改单指令，并提示用户下一步步骤","
干扰性改单指令",,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息，输入非指定关键词的确认改单指令，机器人不执行确认改,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,A组合 HTIF2504 1657股 买入 限价6,1,用户输入下单指令：“A组合 HTIF2504 1657股 买入 限价6”,"机器人返回：
互换订单参数信息，包含：标的、方向、数量、价格类型、算法、时间等，并提示用户下一步步骤","
非指定关键词的确认改单指令",phq,反案例,高,2025/11/20,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,互换改单,
机器人,,,验证： @机器人并引用上一条消息，输入非指定关键词的确认改单指令，机器人不执行确认改,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,确认下单,2,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","
非指定关键词的确认改单指令",,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息，输入非指定关键词的确认改单指令，机器人不执行确认改,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,改 限价6.3/120股/pov25,3,用户引用上一条机器人消息输入改单指令：“改 限价6.3”,"机器人返回：
订单号，提示用户已接收改单指令，并提示用户下一步步骤","
非指定关键词的确认改单指令",,,,,,,,,
机器人,,,,,改单确认确认,4,用户引用上一条机器人消息输入改单指令：“改单确认确认”,机器人不执行任何操作，并提示用户使用指定关键词确认改单,"
非指定关键词的确认改单指令",,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息，重复输入确认改单指令，机器人提示请勿重复操作,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,A组合 HTIF2504 1657股 买入 限价6,1,用户输入下单指令：“A组合 HTIF2504 1657股 买入 限价6”,"机器人返回：
互换订单参数信息，包含：标的、方向、数量、价格类型、算法、时间等，并提示用户下一步步骤","重复输入
确认改单指令",phq,反案例,高,2025/11/20,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,互换改单,
机器人,,,验证： @机器人并引用上一条消息，重复输入确认改单指令，机器人提示请勿重复操作,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,确认下单,2,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","重复输入
确认改单指令",,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息，重复输入确认改单指令，机器人提示请勿重复操作,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,改 限价6.3/120股/pov25,3,用户引用上一条机器人消息输入改单指令：“改价 pov25 限价6.3 14：00-15：00”,"机器人返回：
改后的订单信息，提示用户已接收改单指令，并提示用户下一步步骤","重复输入
确认改单指令",,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息，重复输入确认改单指令，机器人提示请勿重复操作,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,确认改单,4,用户引用上一条机器人消息输入改单指令：“确认改单”,"机器人返回：
提示用户已接收改单指令，请稍候。","重复输入
确认改单指令",,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息，重复输入确认改单指令，机器人提示请勿重复操作,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,确认改单,5,用户引用上一条机器人消息输入改单指令：“确认改单”,"机器人返回：
提示用户请勿重复操作","重复输入
确认改单指令",,,,,,,,,
,,,,,,,,,下总单（使用总单交易对手）,,,,,,,,,
