产品类型,案例目录,案例编号（非必填）,测试概述,前置条件,测试数据,操作步骤名称（非必填）,操作步骤,预期结果,备注,设计人员,案例类型,优先级,设计日期,自动化状态,标签类型,一站式用例编号(非必填),测试功能,是否安全用例
机器人,,,验证： @机器人并引用上一条消息，输入非指定关键词的确认撤单指令，机器人不执行确认撤单,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单,2,用户引用报价结果输入下单指令：“200万，市价下单”,"机器人返回：
贵州茅台欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤","
非指定关键词的确认撤单指令",,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息，输入非指定关键词的确认撤单指令，机器人不执行确认撤单,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,3,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","
非指定关键词的确认撤单指令",,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息，输入非指定关键词的确认撤单指令，机器人不执行确认撤单,用户已登录微信，并加入机器人所在群聊且有业务权限。,撤单,4,用户引用上一条机器人消息输入撤单指令：“撤单”,"机器人返回：
订单号，提示用户已接收撤单指令，并提示用户下一步步骤","
非指定关键词的确认撤单指令",,,,,,,,,
机器人,,,,,撤单确认确认,5,用户引用上一条机器人消息输入撤单指令：“撤单确认确认”,机器人不执行任何操作，并提示用户使用指定关键词确认撤单,"
非指定关键词的确认撤单指令",,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息，重复输入确认撤单指令，机器人提示请勿重复操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。","重复输入
确认撤单指令",phq,反案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,期权撤单,
机器人,,,验证： @机器人并引用上一条消息，重复输入确认撤单指令，机器人提示请勿重复操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单,2,用户引用报价结果输入下单指令：“200万，市价下单”,"机器人返回：
贵州茅台欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤","重复输入
确认撤单指令",,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息，重复输入确认撤单指令，机器人提示请勿重复操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,3,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","重复输入
确认撤单指令",,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息，重复输入确认撤单指令，机器人提示请勿重复操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,撤单,4,用户引用上一条机器人消息输入撤单指令：“撤单”,"机器人返回：
订单号，提示用户已接收撤单指令，并提示用户下一步步骤","重复输入
确认撤单指令",,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息，重复输入确认撤单指令，机器人提示请勿重复操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认撤单,5,用户引用上一条机器人消息输入撤单指令：“确认撤单”,"机器人返回：
提示用户已接收撤单指令，请稍候。","重复输入
确认撤单指令",,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息，重复输入确认撤单指令，机器人提示请勿重复操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认撤单,6,用户引用上一条机器人消息输入撤单指令：“确认撤单”,"机器人返回：
提示用户请勿重复操作","重复输入
确认撤单指令",,,,,,,,,
机器人,,,验证： @机器人查询订单状态，机器人能正常返回订单当前状态,用户已登录微信，并加入机器人所在群聊且有业务权限。,Q-20251205-8205876604，查询订单状态/订单到哪里了？/最新状态？/帮忙查一下,1,@ 机器人并输入指令：Q-20251205-8205876604，查询订单状态,"机器人返回：
该订单当前状态信息",查询订单状态,phq,正案例,高,2025/12/5,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,期权撤单,
机器人,期权\持仓,,验证：用户输入查询持仓指令，系统正确返回持仓列表,用户群聊已绑定交易对手并持有真期权合约,查询持仓/我有哪些持仓,1,@ 机器人并输入指令：“查询持仓”、“我有哪些持仓”,"机器人返回：
全部持仓列表，包含序号、合约编号、标的信息、期权类型及剩余名义本金",基础查询持仓,,正案例,,2026/3/4,,,,期权平仓,
机器人,期权\持仓,,验证：用户输入查询持仓指令，系统正确返回持仓列表,用户群聊已绑定交易对手并持有真期权合约,我要平仓,1,@ 机器人并输入指令：“我想平仓”,"机器人返回：
可平仓持仓列表，包含序号、合约编号、标的信息、期权类型及剩余名义本金",查询可平仓持仓,,正案例,,2026/3/4,,,,期权平仓,
机器人,期权\持仓,,验证：用户按期权类型筛选查询持仓，系统正确返回符合条件的持仓,用户群聊已绑定交易对手并持有多种类型期权,查 欧式看涨持仓,1,@ 机器人并输入指令：“查询欧式看涨持仓”,"机器人返回：
期权类型为“欧式看涨”持仓列表，包含序号、合约编号、标的信息、期权类型及剩余名义本金",按期权类型查询持仓,,正案例,,2026/3/4,,,,,
机器人,期权\持仓,#,验证：用户按标的代码/名称查询持仓，系统正确返回相关持仓,用户群聊已绑定交易对手并持有对应标的合约,查 贵州茅台持仓,1,@ 机器人并输入指令：“查询贵州茅台持仓”,"机器人返回：
标的代码/名称为“贵州茅台”持仓列表，包含序号、合约编号、标的信息、期权类型及剩余名义本金",按标的代码查询持仓,,正案例,,2026/3/4,,,,,
机器人,期权\持仓,,验证：用户按交易对手名称查询持仓，系统正确返回相关持仓,用户群聊已绑定交易对手,,1,@ 机器人并输入指令：“查询交易对手A持仓”,"机器人返回：
交易对手为“交易对手A”持仓列表，包含序号、合约编号、标的信息、期权类型及剩余名义本金",按交易对手查询持仓,,正案例,,2026/3/4,,,,,
机器人,期权\持仓,#,验证：用户无持仓时，系统正确提示无持仓信息,用户群聊已绑定交易对手且未持有真期权合约,,1,@ 机器人并输入指令：“查询持仓”,"机器人返回：
您当前无期权持仓 ？？",查询持仓-无持仓,,反案例,,2026/3/4,,,,,
机器人,期权\平仓,,"验证：用户使用""第一笔""别名，系统正确映射为合约编号",用户群聊已绑定交易对手并持有真期权合约，持仓剩余名义本金＞100万,我想平仓,1,@ 机器人并输入指令：“平仓”,"机器人返回：
持仓列表，包含序号、合约编号、标的信息、期权类型及剩余名义本金",使用序号别名识别合约,,正案例,,2026/3/4,,,,,
,,,,,,2,用户引用上一条机器人消息输入平仓指令：“第一笔，市价，100万”,"机器人返回：
订单确认信息，包含：订单号、申请时间、合约编号、期权类型、标的信息、平仓名义本金、平仓价格方式",,,,,,,,,,
,,,,,,3,用户引用上一条机器人消息输入：“确认平仓”,"机器人返回：
""期权订单{{订单号}}：已收到您的平仓请求，待交易员审核""",,,,,,,,,,
,,,,,,4,,"机器人返回：
审核中、交易中、部分成交/全部成交",,,,,,,,,,
机器人,期权\平仓,,验证：用户直接指定合约编号平仓，参数补全流程,用户群聊已绑定交易对手并持有对应编号的合约，持仓剩余名义本金＞100万,我想平掉 OPT-AAAA1,1,@ 机器人并输入指令：“我想平掉 OPT-AAAA1”,"机器人返回：
该条合约持仓信息，并引导用户输入平仓指令",指定合约编号平仓,,正案例,,2026/3/4,,,,,
,,,,,,2,用户引用上一条机器人消息输入平仓指令：“市价，100万”,"机器人返回：
订单确认信息，包含：订单号、申请时间、合约编号、期权类型、标的信息、平仓名义本金、平仓价格方式",,,,,,,,,,
,,,,,,3,用户引用上一条机器人消息输入：“确认平仓”,"机器人返回：
""期权订单{{订单号}}：已收到您的平仓请求，待交易员审核""",,,,,,,,,,
,,,,,,4,,"机器人返回：
审核通过、交易中、部分成交/全部成交",,,,,,,,,,
机器人,期权\平仓,,验证：用户直接指定合约编号平仓，缺少必填参数时，系统正确提示,用户群聊已绑定交易对手并持有对应编号的合约，持仓剩余名义本金＞100万,我想平掉 OPT-AAAA1,1,@ 机器人并输入指令：“我想平掉 OPT-AAAA1”,"机器人返回：
您的期权平仓指令参数不完整，请补充以下信息：平仓名义本金、平仓价格方式",缺少必填参数,,反案例,,2026/3/4,,,,,
,,,,,,2,用户引用上一条机器人消息输入平仓指令：“市价”,"机器人返回：
【缺失参数】
  • 平仓名义本金（示例:200万）

请引用本消息，补充平仓订单参数。",,,,,,,,,,
,,,,,,2,用户引用上一条机器人消息输入平仓指令：“100万”,"机器人返回：
订单确认信息，包含：订单号、申请时间、合约编号、期权类型、标的信息、平仓名义本金、平仓价格方式",,,,,,,,,,
,,,,,,3,用户引用上一条机器人消息输入：“确认平仓”,"机器人返回：
""期权订单{{订单号}}：已收到您的平仓请求，待交易员审核""",,,,,,,,,,
,,,,,,4,,"机器人返回：
审核通过、交易中、部分成交/全部成交",,,,,,,,,,
,,,,,,2,用户引用上一条机器人消息输入平仓指令：“市价，100万”,"机器人返回：
订单确认信息，包含：订单号、申请时间、合约编号、期权类型、标的信息、平仓名义本金、平仓价格方式",,,,,,,,,,
,,,,,,3,用户引用上一条机器人消息输入：“确认平仓”,"机器人返回：
""期权订单{{订单号}}：已收到您的平仓请求，待交易员审核""",,,,,,,,,,
,,,,,,4,,"机器人返回：
审核通过、交易中、部分成交/全部成交",,,,,,,,,,
,,,验证：平仓名义本金为0时，系统校验失败并提示错误,用户群聊已绑定交易对手并持有可平仓合约,我想平掉 OPT-NOTEXIST,1,@ 机器人并输入指令：“我想平掉 OPT-NOTEXIST”,"机器人返回：
您的期权平仓指令参数不完整，请补充以下信息：平仓名义本金、平仓价格方式",平仓名义本金为0-校验失败,,,,,,,,,
,,,,,,2,用户引用上一条机器人消息输入平仓指令：“市价，0万”,"机器人返回：
【参数值错误】
平仓名义本金：平仓名义本金需大于0，不能超过剩余名义本金（2000000）",,,,,,,,,,
,,,验证：平仓名义本金超过剩余名义本金时，系统校验失败,"用户群聊已绑定交易对手,用户持有可平仓合约，剩余名义本金为500万",,1,@ 机器人并输入指令：“我想平掉 OPT-NOTEXIST”,"机器人返回：
您的期权平仓指令参数不完整，请补充以下信息：平仓名义本金、平仓价格方式",平仓名义本金超过剩余名义本金-校验失败,,,,,,,,,
,,,,,,2,用户引用上一条机器人消息输入平仓指令：“市价，600万”,"机器人返回：
您的平仓订单参数需要完善：
【参数值错误】
  •仓名义本金：平仓名义本金需大于0，不能超过剩余名义本金（2000000）
请引用本消息，补充您的订单参数。",,,,,,,,,,
,,,验证：剩余名本>100万时，部分平仓金额<100万时校验失败,"用户群聊已绑定交易对手,用户持有可平仓合约，剩余名义本金为500万",,1,@ 机器人并输入指令：“我想平掉 OPT-NOTEXIST”,"机器人返回：
您的期权平仓指令参数不完整，请补充以下信息：平仓名义本金、平仓价格方式",部分平仓最小金额校验-小于100万,,,,,,,,,
,,,,,,2,用户引用上一条机器人消息输入平仓指令：“市价，50万”,"机器人返回：
部分平仓的最小可平仓金额为100万",,,,,,,,,,
,,,验证：剩余名本≤100万时，只能全部平仓，系统提示并需用户确认,"用户群聊已绑定交易对手,用户持有可平仓合约，剩余名义本金为80万（≤100万）",,1,@ 机器人并输入指令：“我想平掉 OPT-NOTEXIST”,"机器人返回：
您的期权平仓指令参数不完整，请补充以下信息：平仓名义本金、平仓价格方式",剩余名本≤100万-只能全部平仓,,,,,,,,,
,,,,,,2,用户引用上一条机器人消息输入平仓指令：“市价，50万”,"机器人返回：
当前合约名义本金≤100万只能全部平仓，跟用户确认是否“全部平仓”",,,,,,,,,,
,,,,,,3,用户引用上一条机器人消息输入指令：“全部平仓”,"机器人返回：
订单确认信息，包含：订单号、申请时间、合约编号、期权类型、标的信息、平仓名义本金、平仓价格方式",,,,,,,,,,
,,,,,,4,用户引用上一条机器人消息输入：“确认平仓”,"机器人返回：
""期权订单{{订单号}}：已收到您的平仓请求，待交易员审核""",,,,,,,,,,
,,,验证：POV比例不在1-25范围内时，系统校验失败,"用户群聊已绑定交易对手,用户持有可平仓合约",,1,"@ 机器人并输入指令：“ OPT-NOTEXIST,200w，POV 30%”","机器人返回：
您的平仓订单参数需要完善：
【参数值错误】
  • POV比例过大：POV比例最大值为25%，当前值超出范围

请引用本消息，补充您的订单参数。",POV比例超出范围-校验失败,,,,,,,,,
,,,,,,2,用户引用上一条机器人消息输入平仓指令：“25%”,"机器人返回：
订单确认信息，包含：订单号、申请时间、合约编号、期权类型、标的信息、平仓名义本金、平仓价格方式",,,,,,,,,,
,,,验证：限价单方式未填写限定价格时，系统校验失败,"用户群聊已绑定交易对手,用户持有可平仓合约",,1,"@ 机器人并输入指令：“ OPT-NOTEXIST,200w，限价”","机器人返回：
您的平仓指令参数不完整，请补充以下信息：限定价格。
参数缺失说明：
限定价格：6.30

请引用本消息，补充您的订单参数。",限价单未填写限定价格-校验失败,,,,,,,,,
,,,,,,2,用户引用上一条机器人消息输入平仓指令：“10”,"机器人返回：
订单确认信息，包含：订单号、申请时间、合约编号、期权类型、标的信息、平仓名义本金、平仓价格方式",,,,,,,,,,
,,,验证：限定价格≤0时，系统校验失败,"用户群聊已绑定交易对手,用户持有可平仓合约",,1,"@ 机器人并输入指令：“ OPT-NOTEXIST,200w，限价0”","机器人返回：
您的平仓订单参数需要完善：
【参数值错误】
  • 限定价格：限定价格不能为0

请引用本消息，补充您的订单参数。",限价单未填写限定价格-校验失败,,,,,,,,,
,,,,,,2,用户引用上一条机器人消息输入平仓指令：“10”,"机器人返回：
订单确认信息，包含：订单号、申请时间、合约编号、期权类型、标的信息、平仓名义本金、平仓价格方式",,,,,,,,,,
,,,验证：当前日期超过期末定价日时，系统不允许平仓,"用户群聊已绑定交易对手,用户持有可平仓合约,当前日期超过期末定价日",,1,"@ 机器人并输入指令：“ OPT-NOTEXIST,200w，市价”","机器人返回：
当前日期2026-03-03超过期末定价日2026-03-01，不允许提交平仓申请",超过期末定价日-校验失败,,,,,,,,,
,,,验证：用户对同一合约快速提交多次平仓时，系统正确处理防止重复,"用户群聊已绑定交易对手,用户存在可平仓持仓，剩余名义本金为500万","OPT-NOTEXIST,200w，市价（重复次数>5）",1,"@ 机器人并输入指令：“ OPT-NOTEXIST,200w，市价”","机器人返回：
订单确认信息，包含：订单号、申请时间、合约编号、期权类型、标的信息、平仓名义本金、平仓价格方式",并发场景-同一合约重复平仓,,,,,,,,,
,,,,,,2,"@ 机器人并输入指令：“ OPT-NOTEXIST,200w，市价”","机器人返回：
正在处理，请勿重复提交",,,,,,,,,,
,,,,,,2,...,"机器人返回：
正在处理，请勿重复提交",,,,,,,,,,
,,,验证：用户引用交易中订单消息发起撤单，系统正确处理撤单流程,"1.用户已提交平仓订单2. 订单状态为""交易中""3. 订单尚未完全成交",,1,用户引用订单交易中消息：“撤单”,"机器人返回：
期权订单xxx：已收到您的撤单请求，如需继续，请引用本消息并回复【确认撤单】",交易中撤单,,,,,,,,,
,,,,,,2,用户引用机器人确认消息，输入“确认撤单”,"机器人返回：
期权订单xxx：已收到您的撤单请求，请稍候
",,,,,,,,,,
,,,,,,3,,"机器人返回：
期权订单xxx撤单成功",,,,,,,,,,
,,,验证：用户引用部分成交的订单消息发起撤单，系统正确处理撤单流程,"1.用户已提交平仓订单2. 订单状态为""部分成交""3. 订单尚未完全成交",,1,用户引用订单交易中消息：“撤单”,"机器人返回：
期权订单xxx：已收到您的撤单请求，如需继续，请引用本消息并回复【确认撤单】",部分成交撤单,,,,,,,,,
,,,,,,2,用户引用机器人确认消息，输入“确认撤单”,"机器人返回：
期权订单xxx：已收到您的撤单请求，请稍候
",,,,,,,,,,
,,,,,,3,,"机器人返回：
期权订单xxx撤单成功",,,,,,,,,,
,,,验证：用户不引用消息，手动输入订单号发起撤单,"1.用户已提交平仓订单2. 订单状态为""交易中""3. 用户知道订单号",,1,@ 机器人输入：“撤单 Q-20260114-3506067456”,"机器人返回：
期权订单xxx：已收到您的撤单请求，如需继续，请引用本消息并回复【确认撤单】",订单号撤单,,,,,,,,,
,,,,,,2,用户引用机器人确认消息，输入“确认撤单”,"机器人返回：
期权订单xxx：已收到您的撤单请求，请稍候
",,,,,,,,,,
,,,,,,3,,"机器人返回：
期权订单xxx撤单成功",,,,,,,,,,
,,,验证：用户输入的订单号不存在时，系统提示错误,1.用户已提交平仓订单2. 订单号xxx不存在,,1,用户引用订单交易中消息：“撤单”,"机器人返回：
订单号xxx不存在，请确认订单号后重试",撤单失败-订单不存在,,,,,,,,,
,,,验证：订单非交易状态中（待审核），系统不允许撤单,1.用户已提交平仓订单2. 订单状态为待审核,,1,用户引用订单交易中消息：“撤单”,"机器人返回：
订单号xxx待审核，无法撤单",撤单失败-订单待审核,,,,,,,,,
,,,验证：订单已完全成交时，系统不允许撤单,1.用户已提交平仓订单2. 订单状态为完全成交,,1,用户引用订单交易中消息：“撤单”,"机器人返回：
订单号xxx已完全成交，无法撤单",撤单失败-订单已完全成交,,,,,,,,,
,,,撤单接口调用失败-系统异常,"1.用户已提交平仓订单2. 订单状态为""交易中""3. 投管系统撤单接口异常",,1,用户引用订单交易中消息：“撤单”,"机器人返回：
订单号xxx撤单失败，原因：[接口返回的错误信息]",撤单接口调用失败-系统异常,,,,,,,,,
,,,验证：用户发起撤单后，未确认撤单，操作被取消,"1.用户已提交平仓订单2. 订单状态为""交易中""",,1,用户引用订单交易中消息：“撤单”,"机器人返回：
期权订单xxx：已收到您的撤单请求，如需继续，请引用本消息并回复【确认撤单】",撤单未确认-取消撤单操作,,,,,,,,,
,,,,,,1,"不引用确认消息，或输入""取消""","机器人返回：
期权订单xxx：取消撤单成功",,,,,,,,,,
